"","OBJECTID","n_export","precip_variability","population","pigs","cattle","flash_flow","average_flow","percent_no_sanitation","proportion_urban"
"1","ARG00001",7903.693359375,17.2497067692691,4974.8916015625,996.08451370021,1730.53561244621,1.06301999092102,11621.107421875,20.7360000610352,0.469999998807907
"2","ARG00002",2777.63232421875,36.6510766227488,306.080688476562,14.3100283405333,3473.98901139668,0.22257536649704,0.581769227981567,8.91655731201172,0
"3","ARG00003",4703.44873046875,40.628987218068,1089.53833007812,146.974057845477,2958.31656428266,0.21648320555687,0.501500010490417,8.91655731201172,0
"4","ARG00004",9316.1328125,44.2695873443199,48964.3359375,226.414760453023,1767.61854785775,1.23603487014771,14367.2490234375,8.91655731201172,1
"5","ARG00005",3837.99462890625,22.9263800000105,509.618560791016,NA,NA,0,0,8.91655731201172,0
"6","ARG00006",6708.3427734375,26.5604289949862,23775.619140625,89.3133782117565,1865.20254287299,0.563937723636627,5846.736328125,8.91655731201172,0.555555582046509
"7","ARG00010",4882.54296875,62.948629813197,232.896621704102,0,0,0.67876523733139,45.6166534423828,8.91655731201172,0.424242436885834
"8","ARG00011",7523.66455078125,33.3124476247653,360385.3125,351.586067208861,3469.96540234175,0.901621222496033,2892.98071289062,8.91655731201172,1
"9","ARG00012",5918.525390625,27.3053127596608,899.003784179688,18.6022265738096,1629.00763937545,1.0536162853241,12355.9638671875,8.91655731201172,0
"10","ARG00015",5847.3447265625,32.722344026103,170911.921875,94.4349400478591,1156.19578684013,0.901621222496033,2892.98071289062,20.7360000610352,0.990000009536743
"11","AUS00001",41055.97265625,15.0242677442262,1574.88647460938,87.3997602179255,1129.54029240493,0.39499294757843,21.2625007629395,0.0088476175442338,0
"12","AUS00002",61030.828125,17.077384866063,60.4109497070312,1.40342222487085,2056.63466533509,0.375875443220139,12.2287311553955,0.0088476175442338,0
"13","AUS00003",6485.53515625,15.7869284720822,16794.556640625,167.997327221687,527.745894060691,0.40900245308876,14.96399974823,0.0088476175442338,0.910000026226044
"14","AUS00004",1731.53332519531,22.4407057426878,0,0.0130254624201052,41.098124441661,0.391563951969147,138.594497680664,0.0088476175442338,0
"15","AUS00005",14886.1044921875,25.4275299693341,1313.89196777344,4396.80514112783,154.71216608316,0.396582901477814,136.296310424805,0.0088476175442338,0
"16","AUS00007",46977.703125,20.96797314635,2219.5302734375,1790.36147487214,1925.91638198367,0.396297246217728,111.156730651855,0.0088476175442338,0.400000005960464
"17","AUS00008",16876.609375,21.9389754018653,7.02322292327881,0.0478035912260976,1586.78293954326,0.355938345193863,29.167423248291,0.0088476175442338,0
"18","AUS00009",2250.79858398438,25.2201645852071,0,0.0162241045922587,26.643825689818,0.302297025918961,79.2048110961914,0.0088476175442338,0
"19","AUS00011",4505.4912109375,34.6150740730509,7584.0029296875,0.070352990279026,511.127194968569,0.183607041835785,0.238653838634491,0.0088476175442338,0
"20","BEL00001",256522.9375,13.619585397397,11902.9921875,0,3434.94167588468,0.500320851802826,33.3453483581543,1.34266066551208,0.259999990463257
"21","BEL00006",505486.59375,15.1408108261559,9372.806640625,15467.5710708674,4396.71187024104,0.510467112064362,19.5550765991211,0.514663755893707,0.129999995231628
"22","BEL00007",697351.8125,15.0472497813006,16118.4755859375,4678.01498610276,6467.14345522182,0.400988459587097,0.876884639263153,0.514663755893707,0.879999995231628
