"","OBJECTID","n_export","precip_variability","population","depth_to_groundwater","cattle","average_flow","percent_no_sanitation","clay_percent","flash_flow","sand_percent","pigs","proportion_urban"
"39",39,193.988037109375,81.0586090087891,1235451,434,591.892462718288,0,12.18798828125,20,0,45,0,1
"40",40,0.196833431720734,87.0999069213867,193.304168701172,305,3.51056412954776,0.00542307691648602,1.95286118984222,25,0.159142211079597,45,0,0
"41",41,0.159992039203644,81.8787689208984,36.89599609375,597,10.0302835090419,0.00176923081744462,1.95286118984222,27,0.0700152218341827,42,0,0
"42",42,187.263748168945,105.877265930176,481862.59375,431,2865.02932670523,0.0973846167325974,1.95286118984222,40,0.225006654858589,24,0,1
"43",43,129.181015014648,48.9457740783691,425225.25,15,539.474507913951,0.0106923077255487,0.0356019549071789,27,0.215838506817818,37,1779.80248295879,1
"44",44,208.229476928711,47.7680320739746,1020422.3125,21,0,0.0111923078075051,0.0356019549071789,28,0.209805339574814,40,0,1
"45",45,86.5684967041016,30.8192195892334,84498.09375,35,24307.8958920853,5.32369232177734,11.7558832168579,12,0.324201017618179,60,52217.1307212144,1
"46",46,159.298843383789,32.5913848876953,44569.08203125,44,599.313423444416,0.00288461544550955,11.7558832168579,20,0.249169439077377,53,483.566999481658,1
"47",47,49.3267059326172,32.9974784851074,1851.611328125,67,0,NA,11.7558832168579,13,NA,64,0,0
"48",48,88.6716842651367,29.0931034088135,2810.4169921875,72,177.97193864628,0.00307692307978869,11.7558832168579,11,0.260586321353912,72,356.373054431583,1
"49",49,552.827209472656,69.9527816772461,5392.39599609375,375,1432.32930182268,0.00126923085190356,22.9633026123047,33,0.232394367456436,40,0.838556880392082,0
"50",50,NA,NA,118261.7890625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,36.1604156494141,72.1061019897461,2374.607421875,50,505.839327657595,0.0069230766966939,17.5445785522461,39,0.164835155010223,40,1046.16957531819,0
"52",52,3952.19750976562,114.042488098145,1753.85864257812,566,2770.58015105458,0.00319230789318681,17.5445785522461,44,0.140202715992928,37,896.346362520497,0
"53",53,NA,19.8075618743896,NA,24,NA,NA,NA,39,NA,36,NA,NA
"54",54,276.67333984375,123.445701599121,344353.4375,266,1121.44135996793,839.865661621094,74.3621673583984,28,0.315546900033951,49,15.47159489246,1
"55",55,272.460327148438,121.539924621582,248459.671875,266,1232.8623615505,0.00776923075318337,74.3621673583984,26,0.145743146538734,53,16.0788660527193,1
"56",56,49.8447761535645,129.277420043945,4539.57080078125,237,2025.8000397804,0.174423068761826,74.3621673583984,29,0.161669805645943,44,145.526242183991,0
"57",57,49.8447761535645,129.277420043945,4539.57080078125,237,2025.8000397804,0.174423068761826,74.3621673583984,29,0.161669805645943,44,145.526242183991,0
"58",58,NA,27.8987407684326,581.910949707031,279,309.882376209111,0.00519230775535107,1.93537199497223,16,0.190409034490585,55,593.589002007206,0
"59",59,41.9653167724609,10.6269245147705,1950.15625,146,2918.57312220608,0.00492307683452964,7.45440217997384e-07,32,0.195718631148338,43,1679.00662058309,0
"60",60,1594.275390625,111.170722961426,112310.4609375,10,19519.6341264696,0.00119230779819191,55.4152755737305,21,0.175141260027885,24,0,0
"61",61,3.83887243270874,38.5627708435059,1641565,417,0,12.2310771942139,30.9118061065674,22,0.482882410287857,61,0,1
"62",62,1.70885038375854,55.8960075378418,1641565,417,0,0,30.9118061065674,22,0,62,0,1
"63",63,8.05332183837891,60.3022689819336,355022.9375,695,861.518598312341,0,30.9118061065674,19,0,59,7083.60014264878,1
"64",64,4.1645302772522,63.5641708374023,756212.4375,559,262.830348992228,0.00269230781123042,30.9118061065674,21,0.147058829665184,59,4534.91284241331,1
"65",65,4.71121549606323,44.1974945068359,95031.3515625,837,248.138420364844,0,30.9118061065674,21,0,59,3633.14020920619,1
"66",66,5.84968900680542,51.3149948120117,355022.9375,695,861.518598312341,5.85346174240112,30.9118061065674,23,0.408920556306839,57,7083.60014264878,1
"67",67,NA,NA,898508.3125,NA,64.4272020116901,NA,NA,NA,NA,NA,120316.029829123,1
"68",68,333.249725341797,29.2948513031006,747.939636230469,192,508.977999308581,0.00388461560942233,7.38831663131714,5,0.38113209605217,89,992.000663175146,0
"69",69,270.054351806641,160.494674682617,15089.2041015625,38,4204.73192357307,0.0120769226923585,55.4351577758789,17,0.124850891530514,75,583.34769439233,0
"70",70,204.347274780273,159.79508972168,83225.625,64,4270.53984309318,0.000423076940933242,55.4351577758789,22,0.34375,67,687.259691802564,1
"71",71,351.820617675781,156.233947753906,8343.67578125,14,3628.43261654166,0.000423076940933242,55.4351577758789,21,-0.354838609695435,63,3918.51442321362,NA
"72",72,162.895538330078,146.561569213867,220220.84375,39,637.198309719335,0.0051538459956646,55.4351577758789,30,0.162031441926956,57,2301.031074591,1
"73",73,190.093811035156,146.048828125,220220.84375,39,637.198309719335,0.00538461562246084,55.4351577758789,29,0.188425302505493,56,2301.031074591,1
"74",74,NA,31.6789512634277,3.61831116676331,153,91.7969001853203,0.944999992847443,0.69004487991333,8,0.320593923330307,73,22.0238575308647,0
"75",75,NA,24.1065883636475,57.1455421447754,357,44.6928509038947,0.020230770111084,0.69004487991333,10,0.383941620588303,65,15.1615033468837,0
"76",76,NA,30.5172519683838,397.472076416016,118,105.768436977544,0.00196153856813908,0.69004487991333,14,0.196911215782166,53,30.4057977676935,0
"77",77,NA,NA,NA,NA,5995.08160415061,NA,5.11420249938965,NA,NA,NA,2449.95323723725,NA
"78",78,1140.05603027344,49.3885154724121,2697.27685546875,416,849.044950701282,0.0145769231021404,16.2187881469727,38,0.148394674062729,32,7.70742100443771,0
"79",79,1495.83361816406,61.8877754211426,3268.42944335938,430,1942.24068199702,0.00523076951503754,16.2187881469727,45,0.132424548268318,24,7.78988656252461,0
"80",80,619.680053710938,40.2806167602539,2341.68603515625,457,434.280694357027,0.00830769259482622,16.2187881469727,30,0.18445773422718,40,2.7626297649503,0
"81",81,30.9099044799805,35.4805526733398,12178.1845703125,322,635.382301851531,0.000846153881866485,16.2187881469727,22,-0.220000013709068,50,3.46999121744215,0
"82",82,1252.54675292969,39.1715240478516,7369.6865234375,345,1192.86150412156,0.000846153881866485,10.5433950424194,26,0.297297328710556,34,0.247155299096774,1
"83",83,9.882155418396,116.658508300781,5935.9765625,242,2636.93497173163,0.0028076923917979,84.4439849853516,35,0.52142858505249,53,57.6774771989383,0
"84",84,14.6561813354492,96.704948425293,1948.98156738281,239,0,0.381153851747513,84.4439849853516,34,0.40051731467247,53,0,0
"85",85,121.12474822998,12.1857032775879,115199.4921875,147,3874.38428146824,0.0107692303135991,5.2235164642334,34,0.270009636878967,44,913.043068854888,1
"86",86,43.6327056884766,78.8449325561523,231.918228149414,657,1675.76219362505,0.0630384609103203,31.0541248321533,33,0.209456861019134,38,1882.37485465094,0
"87",87,32.6179504394531,72.6736297607422,622.716247558594,371,695.39111203747,0.20842307806015,31.0541248321533,33,0.208720102906227,41,1593.59710014315,0
"88",88,1865.45556640625,70.3260498046875,11631.7529296875,60,12493.7208372715,0.0781538486480713,31.0541248321533,39,0.189322650432587,35,19991.9026663879,0
"89",89,179.267852783203,75.1806411743164,264052.25,198,201.398689345946,0.0869230777025223,31.0541248321533,29,0.141639515757561,43,8505.07108554376,1
"90",90,1135.44128417969,72.5926971435547,742805.875,69,827.840658048386,0.0395769216120243,31.0541248321533,27,0.159956470131874,40,9947.65605515505,1
"91",91,4661.3271484375,69.4558944702148,88831.1640625,60,30.3635863544994,0.0375384613871574,31.0541248321533,28,0.147610396146774,39,11234.1570467964,0
"92",92,622.844787597656,65.9438705444336,263664,71,83.6958281161358,NA,31.0541248321533,30,NA,31,7172.40627872686,1
"93",93,135.035888671875,65.17138671875,605397.625,187,74.9533432266542,0.0223076920956373,31.0541248321533,31,0.217147126793861,36,9120.1259540571,1
"94",94,378.429046630859,65.0177459716797,347704.34375,70,27.6755940211547,0.0261538457125425,31.0541248321533,33,0.209166422486305,27,10883.4427805981,1
"95",95,799.930358886719,64.978385925293,347704.34375,31,27.6755940211547,112.7626953125,31.0541248321533,35,0.295666754245758,28,10883.4427805981,1
"96",96,8.89647006988525,64.837272644043,347704.34375,31,27.6755940211547,112.450309753418,31.0541248321533,34,0.295557826757431,28,10883.4427805981,1
"97",97,832.736389160156,65.1988067626953,347704.34375,70,27.6755940211547,0.0179230775684118,31.0541248321533,34,0.217350751161575,25,10883.4427805981,1
"98",98,111.621810913086,65.3423233032227,204316.734375,69,32.2778539423781,0.0430384613573551,31.0541248321533,30,0.223308712244034,35,7034.13933863526,1
"99",99,345.320220947266,65.084342956543,204316.734375,69,85.89641199128,0.0118461539968848,31.0541248321533,34,0.164882227778435,29,9720.23722060074,1
"100",100,217.941711425781,65.0692596435547,204316.734375,69,85.89641199128,2.14738464355469,31.0541248321533,35,0.330913156270981,27,9720.23722060074,1
"101",101,1946.25390625,64.8815231323242,204316.734375,70,85.89641199128,0.0151538457721472,31.0541248321533,34,0.194952979683876,28,9720.23722060074,1
